country,province,year,age,region,m,f,t
Spain,Gerona,1887,8,Cataluña,3488,3299,6787
Spain,Gerona,1887,9,Cataluña,3224,3063,6287
Spain,Gerona,1900,0,Cataluña,3006,2995,6001
Spain,Gerona,1900,1,Cataluña,2988,2987,5975
Spain,Gerona,1900,2,Cataluña,2989,2851,5840
Spain,Gerona,1900,3,Cataluña,3207,3163,6370
Spain,Gerona,1900,4,Cataluña,3148,3069,6217
Spain,Gerona,1900,5,Cataluña,3301,3015,6316
Spain,Gerona,1900,6,Cataluña,3108,3096,6204
Spain,Gerona,1900,7,Cataluña,3207,3070,6277
Spain,Gerona,1900,8,Cataluña,3029,2925,5954
Spain,Gerona,1900,9,Cataluña,2985,2796,5781
Spain,Granada,1860,0,Andalucía,6238,5730,11968
Spain,Granada,1860,1,Andalucía,,,
Spain,Granada,1860,2,Andalucía,,,
Spain,Granada,1860,3,Andalucía,,,
Spain,Granada,1860,4,Andalucía,,,
Spain,Granada,1860,5,Andalucía,,,
Spain,Granada,1860,6,Andalucía,,,
Spain,Granada,1860,7,Andalucía,,,
Spain,Granada,1860,8,Andalucía,,,
Spain,Granada,1860,9,Andalucía,,,
Spain,Granada,1877,0,Andalucía,6906,6494,13400
Spain,Granada,1877,1,Andalucía,6588,6370,12958
Spain,Granada,1877,2,Andalucía,6335,6187,12522
Spain,Granada,1877,3,Andalucía,6352,6367,12719
Spain,Granada,1877,4,Andalucía,5836,5876,11712
Spain,Granada,1877,5,Andalucía,5509,5264,10773
Spain,Granada,1877,6,Andalucía,5395,5261,10656
Spain,Granada,1877,7,Andalucía,5133,5232,10365
Spain,Granada,1877,8,Andalucía,5118,5174,10292
Spain,Granada,1877,9,Andalucía,4194,4249,8443
Spain,Granada,1887,0,Andalucía,6697,6447,13144
Spain,Granada,1887,1,Andalucía,6526,6325,12851
Spain,Granada,1887,2,Andalucía,6434,6021,12455
Spain,Granada,1887,3,Andalucía,5919,5817,11736
Spain,Granada,1887,4,Andalucía,5448,5364,10812
Spain,Granada,1887,5,Andalucía,5335,4970,10305
Spain,Granada,1887,6,Andalucía,5214,5121,10335
Spain,Granada,1887,7,Andalucía,5408,5272,10680
Spain,Granada,1887,8,Andalucía,5262,5113,10375
Spain,Granada,1887,9,Andalucía,4863,4655,9518
Spain,Granada,1900,0,Andalucía,5287,5033,10320
Spain,Granada,1900,1,Andalucía,6861,6380,13241
Spain,Granada,1900,2,Andalucía,6728,6507,13235
Spain,Granada,1900,3,Andalucía,6516,6104,12620
Spain,Granada,1900,4,Andalucía,6407,6207,12614
Spain,Granada,1900,5,Andalucía,6244,6112,12356
Spain,Granada,1900,6,Andalucía,5922,6073,11995
Spain,Granada,1900,7,Andalucía,6142,5665,11807
Spain,Granada,1900,8,Andalucía,5946,5687,11633
Spain,Granada,1900,9,Andalucía,5085,5102,10187
Spain,Guadalajara,1860,0,Castilla-La Mancha,3142,3099,6241
Spain,Guadalajara,1860,1,Castilla-La Mancha,,,
Spain,Guadalajara,1860,2,Castilla-La Mancha,,,
Spain,Guadalajara,1860,3,Castilla-La Mancha,,,
Spain,Guadalajara,1860,4,Castilla-La Mancha,,,
Spain,Guadalajara,1860,5,Castilla-La Mancha,,,
Spain,Guadalajara,1860,6,Castilla-La Mancha,,,
Spain,Guadalajara,1860,7,Castilla-La Mancha,,,
Spain,Guadalajara,1860,8,Castilla-La Mancha,,,
Spain,Guadalajara,1860,9,Castilla-La Mancha,,,
Spain,Guadalajara,1877,0,Castilla-La Mancha,3183,2996,6179
Spain,Guadalajara,1877,1,Castilla-La Mancha,2861,2743,5604
Spain,Guadalajara,1877,2,Castilla-La Mancha,2564,2719,5283
Spain,Guadalajara,1877,3,Castilla-La Mancha,2486,2527,5013
Spain,Guadalajara,1877,4,Castilla-La Mancha,2309,2298,4607
Spain,Guadalajara,1877,5,Castilla-La Mancha,2257,2152,4409
Spain,Guadalajara,1877,6,Castilla-La Mancha,2203,2098,4301
Spain,Guadalajara,1877,7,Castilla-La Mancha,2115,2009,4124
Spain,Guadalajara,1877,8,Castilla-La Mancha,1938,1949,3887
Spain,Guadalajara,1877,9,Castilla-La Mancha,1835,1878,3713
Spain,Guadalajara,1887,0,Castilla-La Mancha,2932,2875,5807
Spain,Guadalajara,1887,1,Castilla-La Mancha,2848,2880,5728
Spain,Guadalajara,1887,2,Castilla-La Mancha,2536,2621,5157
Spain,Guadalajara,1887,3,Castilla-La Mancha,2596,2534,5130
Spain,Guadalajara,1887,4,Castilla-La Mancha,2364,2415,4779
Spain,Guadalajara,1887,5,Castilla-La Mancha,2255,2228,4483
Spain,Guadalajara,1887,6,Castilla-La Mancha,2213,2278,4491
Spain,Guadalajara,1887,7,Castilla-La Mancha,1995,2127,4122
Spain,Guadalajara,1887,8,Castilla-La Mancha,2172,2168,4340
Spain,Guadalajara,1887,9,Castilla-La Mancha,2111,2125,4236
Spain,Guadalajara,1900,0,Castilla-La Mancha,2595,2572,5167
Spain,Guadalajara,1900,1,Castilla-La Mancha,2605,2494,5099
Spain,Guadalajara,1900,2,Castilla-La Mancha,2458,2436,4894
Spain,Guadalajara,1900,3,Castilla-La Mancha,2549,2505,5054
Spain,Guadalajara,1900,4,Castilla-La Mancha,2326,2369,4695
Spain,Guadalajara,1900,5,Castilla-La Mancha,2357,2318,4675
Spain,Guadalajara,1900,6,Castilla-La Mancha,2334,2513,4847
Spain,Guadalajara,1900,7,Castilla-La Mancha,2300,2284,4584
Spain,Guadalajara,1900,8,Castilla-La Mancha,2208,2243,4451
Spain,Guadalajara,1900,9,Castilla-La Mancha,1942,2037,3979
Spain,Guipúzcoa,1860,0,País Vasco,2199,2163,4362
Spain,Guipúzcoa,1860,1,País Vasco,,,
Spain,Guipúzcoa,1860,2,País Vasco,,,
Spain,Guipúzcoa,1860,3,País Vasco,,,
Spain,Guipúzcoa,1860,4,País Vasco,,,
Spain,Guipúzcoa,1860,5,País Vasco,,,
Spain,Guipúzcoa,1860,6,País Vasco,,,
Spain,Guipúzcoa,1860,7,País Vasco,,,
Spain,Guipúzcoa,1860,8,País Vasco,,,
Spain,Guipúzcoa,1860,9,País Vasco,,,
Spain,Guipúzcoa,1877,0,País Vasco,2137,2161,4298
Spain,Guipúzcoa,1877,1,País Vasco,1646,1593,3239
Spain,Guipúzcoa,1877,2,País Vasco,1745,1683,3428
Spain,Guipúzcoa,1877,3,País Vasco,1932,1888,3820
Spain,Guipúzcoa,1877,4,País Vasco,1971,2009,3980
Spain,Guipúzcoa,1877,5,País Vasco,1992,1974,3966
Spain,Guipúzcoa,1877,6,País Vasco,1923,1848,3771
Spain,Guipúzcoa,1877,7,País Vasco,1964,2056,4020
Spain,Guipúzcoa,1877,8,País Vasco,1915,1874,3789
Spain,Guipúzcoa,1877,9,País Vasco,1821,1797,3618
Spain,Guipúzcoa,1887,0,País Vasco,2330,2325,4655
Spain,Guipúzcoa,1887,1,País Vasco,2313,2159,4472
Spain,Guipúzcoa,1887,2,País Vasco,2402,2284,4686
Spain,Guipúzcoa,1887,3,País Vasco,2410,2336,4746
Spain,Guipúzcoa,1887,4,País Vasco,2262,2106,4368
Spain,Guipúzcoa,1887,5,País Vasco,2236,2165,4401
Spain,Guipúzcoa,1887,6,País Vasco,2096,2092,4188
Spain,Guipúzcoa,1887,7,País Vasco,2124,2042,4166
Spain,Guipúzcoa,1887,8,País Vasco,2040,2014,4054
Spain,Guipúzcoa,1887,9,País Vasco,2004,1936,3940
Spain,Guipúzcoa,1900,0,País Vasco,2319,2390,4709
Spain,Guipúzcoa,1900,1,País Vasco,2216,2165,4381
Spain,Guipúzcoa,1900,2,País Vasco,2457,2479,4936
Spain,Guipúzcoa,1900,3,País Vasco,2501,2419,4920
Spain,Guipúzcoa,1900,4,País Vasco,2473,2388,4861
Spain,Guipúzcoa,1900,5,País Vasco,2407,2327,4734
Spain,Guipúzcoa,1900,6,País Vasco,2409,2267,4676
Spain,Guipúzcoa,1900,7,País Vasco,2478,2341,4819
Spain,Guipúzcoa,1900,8,País Vasco,2423,2268,4691
Spain,Guipúzcoa,1900,9,País Vasco,2301,2179,4480
Spain,Huelva,1860,0,Andalucía,2402,2283,4685
Spain,Huelva,1860,1,Andalucía,,,
Spain,Huelva,1860,2,Andalucía,,,
Spain,Huelva,1860,3,Andalucía,,,
Spain,Huelva,1860,4,Andalucía,,,
Spain,Huelva,1860,5,Andalucía,,,
Spain,Huelva,1860,6,Andalucía,,,
Spain,Huelva,1860,7,Andalucía,,,
Spain,Huelva,1860,8,Andalucía,,,
Spain,Huelva,1860,9,Andalucía,,,
Spain,Huelva,1877,0,Andalucía,3023,2941,5964
Spain,Huelva,1877,1,Andalucía,2792,2593,5385
Spain,Huelva,1877,2,Andalucía,2745,2485,5230
Spain,Huelva,1877,3,Andalucía,2887,2851,5738
Spain,Huelva,1877,4,Andalucía,2728,2642,5370
Spain,Huelva,1877,5,Andalucía,2870,2584,5454
Spain,Huelva,1877,6,Andalucía,2519,2559,5078
Spain,Huelva,1877,7,Andalucía,2358,2253,4611
Spain,Huelva,1877,8,Andalucía,2354,2232,4586
Spain,Huelva,1877,9,Andalucía,1965,1864,3829
Spain,Huelva,1887,0,Andalucía,3352,3300,6652
Spain,Huelva,1887,1,Andalucía,2996,2971,5967
Spain,Huelva,1887,2,Andalucía,3154,3153,6307
Spain,Huelva,1887,3,Andalucía,3271,3195,6466
Spain,Huelva,1887,4,Andalucía,2747,2693,5440
Spain,Huelva,1887,5,Andalucía,2741,2762,5503
Spain,Huelva,1887,6,Andalucía,2533,2535,5068
Spain,Huelva,1887,7,Andalucía,2747,2770,5517
Spain,Huelva,1887,8,Andalucía,2710,2690,5400
Spain,Huelva,1887,9,Andalucía,2479,2343,4822
Spain,Huelva,1900,0,Andalucía,2178,2088,4266
Spain,Huelva,1900,1,Andalucía,2567,2729,5296
Spain,Huelva,1900,2,Andalucía,3223,3210,6433
Spain,Huelva,1900,3,Andalucía,2834,2806,5640
Spain,Huelva,1900,4,Andalucía,2883,2848,5731
Spain,Huelva,1900,5,Andalucía,2968,2768,5736
Spain,Huelva,1900,6,Andalucía,2672,2818,5490
Spain,Huelva,1900,7,Andalucía,2806,2730,5536
Spain,Huelva,1900,8,Andalucía,3190,2944,6134
Spain,Huelva,1900,9,Andalucía,2840,2651,5491
Spain,Huesca,1860,0,Aragón,3945,3913,7858
Spain,Huesca,1860,1,Aragón,,,
Spain,Huesca,1860,2,Aragón,,,
Spain,Huesca,1860,3,Aragón,,,
Spain,Huesca,1860,4,Aragón,,,
Spain,Huesca,1860,5,Aragón,,,
Spain,Huesca,1860,6,Aragón,,,
Spain,Huesca,1860,7,Aragón,,,
Spain,Huesca,1860,8,Aragón,,,
Spain,Huesca,1860,9,Aragón,,,
Spain,Huesca,1877,0,Aragón,3835,3730,7565
Spain,Huesca,1877,1,Aragón,3336,3181,6517
Spain,Huesca,1877,2,Aragón,3290,3032,6322
Spain,Huesca,1877,3,Aragón,3022,2848,5870
Spain,Huesca,1877,4,Aragón,2846,2820,5666
Spain,Huesca,1877,5,Aragón,2825,2644,5469
Spain,Huesca,1877,6,Aragón,2540,2454,4994
Spain,Huesca,1877,7,Aragón,2738,2565,5303
Spain,Huesca,1877,8,Aragón,2691,2537,5228
Spain,Huesca,1877,9,Aragón,2426,2247,4673
Spain,Huesca,1887,0,Aragón,3464,3293,6757
Spain,Huesca,1887,1,Aragón,3406,3123,6529
Spain,Huesca,1887,2,Aragón,3229,3054,6283
Spain,Huesca,1887,3,Aragón,3221,3023,6244
Spain,Huesca,1887,4,Aragón,3061,3020,6081
Spain,Huesca,1887,5,Aragón,2947,2820,5767
Spain,Huesca,1887,6,Aragón,2927,2985,5912
Spain,Huesca,1887,7,Aragón,2818,2677,5495
Spain,Huesca,1887,8,Aragón,2904,2783,5687
Spain,Huesca,1887,9,Aragón,2634,2476,5110
Spain,Huesca,1900,0,Aragón,2864,2800,5664
Spain,Huesca,1900,1,Aragón,3123,3039,6162
Spain,Huesca,1900,2,Aragón,3127,2928,6055
Spain,Huesca,1900,3,Aragón,2910,2840,5750
Spain,Huesca,1900,4,Aragón,2723,2803,5526
Spain,Huesca,1900,5,Aragón,2917,2752,5669
Spain,Huesca,1900,6,Aragón,2841,2835,5676
Spain,Huesca,1900,7,Aragón,2947,2762,5709
Spain,Huesca,1900,8,Aragón,2850,2788,5638
Spain,Huesca,1900,9,Aragón,2482,2415,4897
Spain,Jaén,1860,0,Andalucía,4831,4676,9507
Spain,Jaén,1860,1,Andalucía,,,
Spain,Jaén,1860,2,Andalucía,,,
Spain,Jaén,1860,3,Andalucía,,,
Spain,Jaén,1860,4,Andalucía,,,
Spain,Jaén,1860,5,Andalucía,,,
Spain,Jaén,1860,6,Andalucía,,,
Spain,Jaén,1860,7,Andalucía,,,
Spain,Jaén,1860,8,Andalucía,,,
Spain,Jaén,1860,9,Andalucía,,,
Spain,Jaén,1877,0,Andalucía,5762,5434,11196
Spain,Jaén,1877,1,Andalucía,5518,5282,10800
Spain,Jaén,1877,2,Andalucía,5438,5180,10618
Spain,Jaén,1877,3,Andalucía,5703,5512,11215
Spain,Jaén,1877,4,Andalucía,5251,5336,10587
Spain,Jaén,1877,5,Andalucía,4959,4773,9732
Spain,Jaén,1877,6,Andalucía,4839,4570,9409
Spain,Jaén,1877,7,Andalucía,4663,4331,8994
Spain,Jaén,1877,8,Andalucía,4305,4133,8438
Spain,Jaén,1877,9,Andalucía,3803,3589,7392
Spain,Jaén,1887,0,Andalucía,5581,5141,10722
Spain,Jaén,1887,1,Andalucía,6098,5937,12035
Spain,Jaén,1887,2,Andalucía,5806,5626,11432
Spain,Jaén,1887,3,Andalucía,5360,5171,10531
Spain,Jaén,1887,4,Andalucía,4614,4391,9005
Spain,Jaén,1887,5,Andalucía,4824,4588,9412
Spain,Jaén,1887,6,Andalucía,4768,4747,9515
Spain,Jaén,1887,7,Andalucía,5053,4911,9964
Spain,Jaén,1887,8,Andalucía,4822,4754,9576
Spain,Jaén,1887,9,Andalucía,4591,4386,8977
Spain,Jaén,1900,0,Andalucía,4155,4049,8204
Spain,Jaén,1900,1,Andalucía,6924,6400,13324
Spain,Jaén,1900,2,Andalucía,6688,6421,13109
Spain,Jaén,1900,3,Andalucía,5978,5700,11678
Spain,Jaén,1900,4,Andalucía,6019,5911,11930
Spain,Jaén,1900,5,Andalucía,6038,5783,11821
Spain,Jaén,1900,6,Andalucía,5485,5473,10958
Spain,Jaén,1900,7,Andalucía,5455,5356,10811
Spain,Jaén,1900,8,Andalucía,5517,5304,10821
Spain,Jaén,1900,9,Andalucía,4729,4606,9335
Spain,León,1860,0,Castilla y León,4116,3903,8019
Spain,León,1860,1,Castilla y León,,,
Spain,León,1860,2,Castilla y León,,,
Spain,León,1860,3,Castilla y León,,,
Spain,León,1860,4,Castilla y León,,,
Spain,León,1860,5,Castilla y León,,,
Spain,León,1860,6,Castilla y León,,,
Spain,León,1860,7,Castilla y León,,,
Spain,León,1860,8,Castilla y León,,,
Spain,León,1860,9,Castilla y León,,,
Spain,León,1877,0,Castilla y León,4862,4728,9590
Spain,León,1877,1,Castilla y León,4980,4774,9754
Spain,León,1877,2,Castilla y León,4790,4647,9437
Spain,León,1877,3,Castilla y León,4650,4347,8997
Spain,León,1877,4,Castilla y León,4338,4193,8531
Spain,León,1877,5,Castilla y León,4006,3606,7612
Spain,León,1877,6,Castilla y León,3785,3841,7626
Spain,León,1877,7,Castilla y León,3571,3505,7076
Spain,León,1877,8,Castilla y León,3420,3251,6671
Spain,León,1877,9,Castilla y León,3277,3256,6533
Spain,León,1887,0,Castilla y León,5520,5224,10744
Spain,León,1887,1,Castilla y León,5312,5090,10402
Spain,León,1887,2,Castilla y León,5447,5148,10595
Spain,León,1887,3,Castilla y León,5007,4989,9996
Spain,León,1887,4,Castilla y León,4830,4844,9674
Spain,León,1887,5,Castilla y León,4724,4476,9200
Spain,León,1887,6,Castilla y León,4587,4551,9138
Spain,León,1887,7,Castilla y León,4320,4452,8772
Spain,León,1887,8,Castilla y León,4571,4508,9079
Spain,León,1887,9,Castilla y León,4168,4212,8380
Spain,León,1900,0,Castilla y León,4598,4291,8889
Spain,León,1900,1,Castilla y León,4994,4799,9793
Spain,León,1900,2,Castilla y León,5006,4783,9789
Spain,León,1900,3,Castilla y León,5012,4854,9866
Spain,León,1900,4,Castilla y León,4884,4827,9711
Spain,León,1900,5,Castilla y León,4947,4680,9627
Spain,León,1900,6,Castilla y León,4771,4837,9608
Spain,León,1900,7,Castilla y León,4758,4482,9240
Spain,León,1900,8,Castilla y León,4637,4623,9260
Spain,León,1900,9,Castilla y León,4256,4274,8530
Spain,Logroño,1860,0,La Rioja,2839,2838,5677
Spain,Logroño,1860,1,La Rioja,,,
Spain,Logroño,1860,2,La Rioja,,,
Spain,Logroño,1860,3,La Rioja,,,
Spain,Logroño,1860,4,La Rioja,,,
Spain,Logroño,1860,5,La Rioja,,,
Spain,Logroño,1860,6,La Rioja,,,
Spain,Logroño,1860,7,La Rioja,,,
Spain,Logroño,1860,8,La Rioja,,,
Spain,Logroño,1860,9,La Rioja,,,
Spain,Logroño,1877,0,La Rioja,2839,2656,5495
Spain,Logroño,1877,1,La Rioja,2282,2269,4551
Spain,Logroño,1877,2,La Rioja,2122,2071,4193
Spain,Logroño,1877,3,La Rioja,2170,2090,4260
Spain,Logroño,1877,4,La Rioja,1821,1803,3624
Spain,Logroño,1877,5,La Rioja,1733,1605,3338
Spain,Logroño,1877,6,La Rioja,1634,1704,3338
Spain,Logroño,1877,7,La Rioja,1685,1568,3253
Spain,Logroño,1877,8,La Rioja,1669,1543,3212
Spain,Logroño,1877,9,La Rioja,1646,1547,3193
Spain,Logroño,1887,0,La Rioja,3017,2901,5918
Spain,Logroño,1887,1,La Rioja,2270,2284,4554
Spain,Logroño,1887,2,La Rioja,2394,2302,4696
Spain,Logroño,1887,3,La Rioja,2309,2279,4588
Spain,Logroño,1887,4,La Rioja,2150,2100,4250
Spain,Logroño,1887,5,La Rioja,2207,2069,4276
Spain,Logroño,1887,6,La Rioja,1951,2104,4055
Spain,Logroño,1887,7,La Rioja,1936,1879,3815
Spain,Logroño,1887,8,La Rioja,1917,1985,3902
Spain,Logroño,1887,9,La Rioja,1927,1856,3783
Spain,Logroño,1900,0,La Rioja,2603,2437,5040
Spain,Logroño,1900,1,La Rioja,2398,2486,4884
Spain,Logroño,1900,2,La Rioja,2370,2394,4764
Spain,Logroño,1900,3,La Rioja,2385,2369,4754
Spain,Logroño,1900,4,La Rioja,2393,2371,4764
Spain,Logroño,1900,5,La Rioja,2385,2213,4598
Spain,Logroño,1900,6,La Rioja,2054,2195,4249
Spain,Logroño,1900,7,La Rioja,2199,2201,4400
Spain,Logroño,1900,8,La Rioja,2173,2083,4256
Spain,Logroño,1900,9,La Rioja,2027,1977,4004
Spain,Lugo,1860,0,Galicia,4115,4091,8206
Spain,Lugo,1860,1,Galicia,,,
Spain,Lugo,1860,2,Galicia,,,
Spain,Lugo,1860,3,Galicia,,,
Spain,Lugo,1860,4,Galicia,,,
Spain,Lugo,1860,5,Galicia,,,
Spain,Lugo,1860,6,Galicia,,,
Spain,Lugo,1860,7,Galicia,,,
Spain,Lugo,1860,8,Galicia,,,
Spain,Lugo,1860,9,Galicia,,,
Spain,Lugo,1877,0,Galicia,4831,4116,8947
Spain,Lugo,1877,1,Galicia,4268,3911,8179
Spain,Lugo,1877,2,Galicia,4424,4298,8722
Spain,Lugo,1877,3,Galicia,4601,4204,8805
Spain,Lugo,1877,4,Galicia,4535,4108,8643
Spain,Lugo,1877,5,Galicia,4521,4007,8528
Spain,Lugo,1877,6,Galicia,4341,4491,8832
Spain,Lugo,1877,7,Galicia,4071,4175,8246
Spain,Lugo,1877,8,Galicia,4152,4025,8177
Spain,Lugo,1877,9,Galicia,3623,3681,7304
Spain,Lugo,1887,0,Galicia,4623,5006,9629
Spain,Lugo,1887,1,Galicia,4243,4245,8488
Spain,Lugo,1887,2,Galicia,4859,4721,9580
Spain,Lugo,1887,3,Galicia,4757,4760,9517
Spain,Lugo,1887,4,Galicia,4923,4723,9646
Spain,Lugo,1887,5,Galicia,4785,4607,9392
Spain,Lugo,1887,6,Galicia,5239,5151,10390
Spain,Lugo,1887,7,Galicia,4301,4443,8744
Spain,Lugo,1887,8,Galicia,5181,5055,10236
Spain,Lugo,1887,9,Galicia,4122,3931,8053
Spain,Lugo,1900,0,Galicia,3871,3780,7651
Spain,Lugo,1900,1,Galicia,4804,4769,9573
Spain,Lugo,1900,2,Galicia,5087,5211,10298
Spain,Lugo,1900,3,Galicia,5183,5323,10506
Spain,Lugo,1900,4,Galicia,5374,5268,10642
Spain,Lugo,1900,5,Galicia,5170,5213,10383
Spain,Lugo,1900,6,Galicia,5284,5667,10951
Spain,Lugo,1900,7,Galicia,5257,5310,10567
Spain,Lugo,1900,8,Galicia,5785,5654,11439
Spain,Lugo,1900,9,Galicia,5206,5088,10294
Spain,Lérida,1860,0,Cataluña,4464,4121,8585
Spain,Lérida,1860,1,Cataluña,,,
Spain,Lérida,1860,2,Cataluña,,,
Spain,Lérida,1860,3,Cataluña,,,
Spain,Lérida,1860,4,Cataluña,,,
Spain,Lérida,1860,5,Cataluña,,,
Spain,Lérida,1860,6,Cataluña,,,
Spain,Lérida,1860,7,Cataluña,,,
Spain,Lérida,1860,8,Cataluña,,,
Spain,Lérida,1860,9,Cataluña,,,
Spain,Lérida,1877,0,Cataluña,4039,3801,7840
Spain,Lérida,1877,1,Cataluña,3690,3440,7130
Spain,Lérida,1877,2,Cataluña,3459,3344,6803
Spain,Lérida,1877,3,Cataluña,3417,3486,6903
Spain,Lérida,1877,4,Cataluña,3330,3420,6750
Spain,Lérida,1877,5,Cataluña,3138,3069,6207
Spain,Lérida,1877,6,Cataluña,3157,3168,6325
Spain,Lérida,1877,7,Cataluña,3108,3075,6183
Spain,Lérida,1877,8,Cataluña,2904,2861,5765
Spain,Lérida,1877,9,Cataluña,2641,2497,5138
Spain,Lérida,1887,0,Cataluña,4194,3693,7887
Spain,Lérida,1887,1,Cataluña,3545,3274,6819
Spain,Lérida,1887,2,Cataluña,3385,3256,6641
Spain,Lérida,1887,3,Cataluña,3486,3332,6818
Spain,Lérida,1887,4,Cataluña,3277,3133,6410
Spain,Lérida,1887,5,Cataluña,3269,2991,6260
Spain,Lérida,1887,6,Cataluña,3351,3074,6425
Spain,Lérida,1887,7,Cataluña,3093,3033,6126
Spain,Lérida,1887,8,Cataluña,2930,2907,5837
Spain,Lérida,1887,9,Cataluña,2941,2716,5657
Spain,Lérida,1900,0,Cataluña,2670,2535,5205
Spain,Lérida,1900,1,Cataluña,3212,3002,6214
Spain,Lérida,1900,2,Cataluña,2924,2835,5759
Spain,Lérida,1900,3,Cataluña,3036,2993,6029
Spain,Lérida,1900,4,Cataluña,3054,3115,6169
Spain,Lérida,1900,5,Cataluña,3170,3020,6190
Spain,Lérida,1900,6,Cataluña,3378,3155,6533
Spain,Lérida,1900,7,Cataluña,3207,3189,6396
Spain,Lérida,1900,8,Cataluña,3298,3073,6371
Spain,Lérida,1900,9,Cataluña,2912,2768,5680
Spain,Madrid,1860,0,Comunidad de Madrid,6001,5745,11746
Spain,Madrid,1860,1,Comunidad de Madrid,,,
Spain,Madrid,1860,2,Comunidad de Madrid,,,
Spain,Madrid,1860,3,Comunidad de Madrid,,,
Spain,Madrid,1860,4,Comunidad de Madrid,,,
Spain,Madrid,1860,5,Comunidad de Madrid,,,
Spain,Madrid,1860,6,Comunidad de Madrid,,,
Spain,Madrid,1860,7,Comunidad de Madrid,,,
Spain,Madrid,1860,8,Comunidad de Madrid,,,
Spain,Madrid,1860,9,Comunidad de Madrid,,,
Spain,Madrid,1877,0,Comunidad de Madrid,7814,7657,15471
Spain,Madrid,1877,1,Comunidad de Madrid,6103,6115,12218
Spain,Madrid,1877,2,Comunidad de Madrid,5395,5400,10795
Spain,Madrid,1877,3,Comunidad de Madrid,5293,5464,10757
Spain,Madrid,1877,4,Comunidad de Madrid,4783,4914,9697
Spain,Madrid,1877,5,Comunidad de Madrid,4816,4989,9805
Spain,Madrid,1877,6,Comunidad de Madrid,4421,4499,8920
Spain,Madrid,1877,7,Comunidad de Madrid,4788,4719,9507
Spain,Madrid,1877,8,Comunidad de Madrid,4369,4256,8625
Spain,Madrid,1877,9,Comunidad de Madrid,3761,3978,7739
Spain,Madrid,1887,0,Comunidad de Madrid,8597,8378,16975
Spain,Madrid,1887,1,Comunidad de Madrid,7520,7285,14805
Spain,Madrid,1887,2,Comunidad de Madrid,6688,6663,13351
Spain,Madrid,1887,3,Comunidad de Madrid,6434,6421,12855
Spain,Madrid,1887,4,Comunidad de Madrid,5859,5804,11663
Spain,Madrid,1887,5,Comunidad de Madrid,5419,5345,10764
Spain,Madrid,1887,6,Comunidad de Madrid,5158,5395,10553
Spain,Madrid,1887,7,Comunidad de Madrid,5241,5376,10617
Spain,Madrid,1887,8,Comunidad de Madrid,5046,5097,10143
Spain,Madrid,1887,9,Comunidad de Madrid,5170,5069,10239
Spain,Madrid,1900,0,Comunidad de Madrid,7265,7171,14436
Spain,Madrid,1900,1,Comunidad de Madrid,7040,7045,14085
Spain,Madrid,1900,2,Comunidad de Madrid,7374,7261,14635
Spain,Madrid,1900,3,Comunidad de Madrid,7247,7268,14515
Spain,Madrid,1900,4,Comunidad de Madrid,7198,7085,14283
Spain,Madrid,1900,5,Comunidad de Madrid,7033,6973,14006
Spain,Madrid,1900,6,Comunidad de Madrid,6703,6941,13644
Spain,Madrid,1900,7,Comunidad de Madrid,7078,7122,14200
Spain,Madrid,1900,8,Comunidad de Madrid,7217,7250,14467
Spain,Madrid,1900,9,Comunidad de Madrid,6776,7010,13786
Spain,Murcia,1860,0,Región de Murcia,4646,4499,9145
Spain,Murcia,1860,1,Región de Murcia,,,
Spain,Murcia,1860,2,Región de Murcia,,,
Spain,Murcia,1860,3,Región de Murcia,,,
Spain,Murcia,1860,4,Región de Murcia,,,
Spain,Murcia,1860,5,Región de Murcia,,,
Spain,Murcia,1860,6,Región de Murcia,,,
Spain,Murcia,1860,7,Región de Murcia,,,
Spain,Murcia,1860,8,Región de Murcia,,,
Spain,Murcia,1860,9,Región de Murcia,,,
Spain,Murcia,1877,0,Región de Murcia,6174,5763,11937
Spain,Murcia,1877,1,Región de Murcia,6065,5806,11871
Spain,Murcia,1877,2,Región de Murcia,6009,5738,11747
Spain,Murcia,1877,3,Región de Murcia,5800,5651,11451
Spain,Murcia,1877,4,Región de Murcia,5653,5654,11307
Spain,Murcia,1877,5,Región de Murcia,5523,5271,10794
Spain,Murcia,1877,6,Región de Murcia,5686,5532,11218
Spain,Murcia,1877,7,Región de Murcia,5457,5133,10590
