country,province,year,age,region,m,f,t
Netherlands,Drenthe,1879,9,North,1383,1298,2681
Netherlands,Friesland,1869,0,North,4448,4420,8868
Netherlands,Friesland,1869,1,North,3975,3936,7911
Netherlands,Friesland,1869,2,North,4041,3782,7823
Netherlands,Friesland,1869,3,North,3949,3853,7802
Netherlands,Friesland,1869,4,North,3835,3668,7503
Netherlands,Friesland,1869,5,North,3813,3641,7454
Netherlands,Friesland,1869,6,North,3732,3442,7174
Netherlands,Friesland,1869,7,North,3258,3140,6398
Netherlands,Friesland,1869,8,North,3263,3327,6590
Netherlands,Friesland,1869,9,North,2674,2617,5291
Netherlands,Friesland,1879,0,North,5337,5299,10636
Netherlands,Friesland,1879,1,North,4694,4562,9256
Netherlands,Friesland,1879,2,North,4398,4355,8753
Netherlands,Friesland,1879,3,North,4445,4440,8885
Netherlands,Friesland,1879,4,North,4001,4089,8090
Netherlands,Friesland,1879,5,North,4141,4052,8193
Netherlands,Friesland,1879,6,North,4062,4124,8186
Netherlands,Friesland,1879,7,North,3872,3948,7820
Netherlands,Friesland,1879,8,North,3697,3782,7479
Netherlands,Friesland,1879,9,North,3746,3745,7491
Netherlands,Gelderland,1869,0,East,6081,6094,12175
Netherlands,Gelderland,1869,1,East,5501,5534,11035
Netherlands,Gelderland,1869,2,East,5581,5474,11055
Netherlands,Gelderland,1869,3,East,5468,5219,10687
Netherlands,Gelderland,1869,4,East,5257,4990,10247
Netherlands,Gelderland,1869,5,East,5205,4920,10125
Netherlands,Gelderland,1869,6,East,5259,5135,10394
Netherlands,Gelderland,1869,7,East,4585,4629,9214
Netherlands,Gelderland,1869,8,East,4638,4549,9187
Netherlands,Gelderland,1869,9,East,4543,4345,8888
Netherlands,Gelderland,1879,0,East,7213,6862,14075
Netherlands,Gelderland,1879,1,East,6230,6108,12338
Netherlands,Gelderland,1879,2,East,6230,6070,12300
Netherlands,Gelderland,1879,3,East,6093,5836,11929
Netherlands,Gelderland,1879,4,East,5739,5557,11296
Netherlands,Gelderland,1879,5,East,5503,5429,10932
Netherlands,Gelderland,1879,6,East,5454,5204,10658
Netherlands,Gelderland,1879,7,East,5264,5259,10523
Netherlands,Gelderland,1879,8,East,4892,4926,9818
Netherlands,Gelderland,1879,9,East,5188,4912,10100
Netherlands,Groningen,1869,0,North,3407,3183,6590
Netherlands,Groningen,1869,1,North,3008,2861,5869
Netherlands,Groningen,1869,2,North,3243,3016,6259
Netherlands,Groningen,1869,3,North,2908,3051,5959
Netherlands,Groningen,1869,4,North,2750,2808,5558
Netherlands,Groningen,1869,5,North,2764,2784,5548
Netherlands,Groningen,1869,6,North,2765,2808,5573
Netherlands,Groningen,1869,7,North,2462,2455,4917
Netherlands,Groningen,1869,8,North,2547,2451,4998
Netherlands,Groningen,1869,9,North,2174,2097,4271
Netherlands,Groningen,1879,0,North,4248,4174,8422
Netherlands,Groningen,1879,1,North,3756,3746,7502
Netherlands,Groningen,1879,2,North,3435,3442,6877
Netherlands,Groningen,1879,3,North,3407,3340,6747
Netherlands,Groningen,1879,4,North,3223,3177,6400
Netherlands,Groningen,1879,5,North,3149,3136,6285
Netherlands,Groningen,1879,6,North,3127,3104,6231
Netherlands,Groningen,1879,7,North,2829,3014,5843
Netherlands,Groningen,1879,8,North,2857,2738,5595
Netherlands,Groningen,1879,9,North,2752,2731,5483
Netherlands,Limburg,1869,0,South,3077,3036,6113
Netherlands,Limburg,1869,1,South,2792,2657,5449
Netherlands,Limburg,1869,2,South,2899,2778,5677
Netherlands,Limburg,1869,3,South,2597,2671,5268
Netherlands,Limburg,1869,4,South,2628,2563,5191
Netherlands,Limburg,1869,5,South,2641,2563,5204
Netherlands,Limburg,1869,6,South,2520,2492,5012
Netherlands,Limburg,1869,7,South,2371,2313,4684
Netherlands,Limburg,1869,8,South,2387,2262,4649
Netherlands,Limburg,1869,9,South,2269,2219,4488
Netherlands,Limburg,1879,0,South,3562,3519,7081
Netherlands,Limburg,1879,1,South,3217,3052,6269
Netherlands,Limburg,1879,2,South,3131,3173,6304
Netherlands,Limburg,1879,3,South,3090,2914,6004
Netherlands,Limburg,1879,4,South,2941,2831,5772
Netherlands,Limburg,1879,5,South,2892,2789,5681
Netherlands,Limburg,1879,6,South,2830,2760,5590
Netherlands,Limburg,1879,7,South,2659,2566,5225
Netherlands,Limburg,1879,8,South,2487,2540,5027
Netherlands,Limburg,1879,9,South,2629,2617,5246
Netherlands,Noord-Brabant,1869,0,South,6098,5964,12062
Netherlands,Noord-Brabant,1869,1,South,5026,4904,9930
Netherlands,Noord-Brabant,1869,2,South,5110,5015,10125
Netherlands,Noord-Brabant,1869,3,South,4948,4861,9809
Netherlands,Noord-Brabant,1869,4,South,4659,4660,9319
Netherlands,Noord-Brabant,1869,5,South,4502,4570,9072
Netherlands,Noord-Brabant,1869,6,South,4634,4356,8990
Netherlands,Noord-Brabant,1869,7,South,4202,4001,8203
Netherlands,Noord-Brabant,1869,8,South,4136,4042,8178
Netherlands,Noord-Brabant,1869,9,South,4082,3855,7937
Netherlands,Noord-Brabant,1879,0,South,6878,6893,13771
Netherlands,Noord-Brabant,1879,1,South,6072,6043,12115
Netherlands,Noord-Brabant,1879,2,South,5905,5772,11677
Netherlands,Noord-Brabant,1879,3,South,5745,5855,11600
Netherlands,Noord-Brabant,1879,4,South,5257,5311,10568
Netherlands,Noord-Brabant,1879,5,South,5273,5135,10408
Netherlands,Noord-Brabant,1879,6,South,5319,5323,10642
Netherlands,Noord-Brabant,1879,7,South,5051,4969,10020
Netherlands,Noord-Brabant,1879,8,South,4756,4633,9389
Netherlands,Noord-Brabant,1879,9,South,4931,4726,9657
Netherlands,Noord-Holland,1869,0,West,8325,8154,16479
Netherlands,Noord-Holland,1869,1,West,7550,7475,15025
Netherlands,Noord-Holland,1869,2,West,7235,7302,14537
Netherlands,Noord-Holland,1869,3,West,7259,7062,14321
Netherlands,Noord-Holland,1869,4,West,7024,7117,14141
Netherlands,Noord-Holland,1869,5,West,6723,6877,13600
Netherlands,Noord-Holland,1869,6,West,6952,6928,13880
Netherlands,Noord-Holland,1869,7,West,6561,6364,12925
Netherlands,Noord-Holland,1869,8,West,6572,6342,12914
Netherlands,Noord-Holland,1869,9,West,5470,5447,10917
Netherlands,Noord-Holland,1879,0,West,11487,11497,22984
Netherlands,Noord-Holland,1879,1,West,9934,9824,19758
Netherlands,Noord-Holland,1879,2,West,9326,9093,18419
Netherlands,Noord-Holland,1879,3,West,8709,8677,17386
Netherlands,Noord-Holland,1879,4,West,8191,8156,16347
Netherlands,Noord-Holland,1879,5,West,8159,7981,16140
Netherlands,Noord-Holland,1879,6,West,7620,7738,15358
Netherlands,Noord-Holland,1879,7,West,7636,7488,15124
Netherlands,Noord-Holland,1879,8,West,6777,6998,13775
Netherlands,Noord-Holland,1879,9,West,6876,6966,13842
Netherlands,Overijssel,1869,0,East,3695,3544,7239
Netherlands,Overijssel,1869,1,East,3372,3142,6514
Netherlands,Overijssel,1869,2,East,3422,3224,6646
Netherlands,Overijssel,1869,3,East,3145,3025,6170
Netherlands,Overijssel,1869,4,East,2973,3045,6018
Netherlands,Overijssel,1869,5,East,2962,2877,5839
Netherlands,Overijssel,1869,6,East,2961,2895,5856
Netherlands,Overijssel,1869,7,East,2669,2620,5289
Netherlands,Overijssel,1869,8,East,2773,2654,5427
Netherlands,Overijssel,1869,9,East,2724,2615,5339
Netherlands,Overijssel,1879,0,East,4338,4096,8434
Netherlands,Overijssel,1879,1,East,3805,3535,7340
Netherlands,Overijssel,1879,2,East,3584,3615,7199
Netherlands,Overijssel,1879,3,East,3603,3460,7063
Netherlands,Overijssel,1879,4,East,3438,3202,6640
Netherlands,Overijssel,1879,5,East,3163,3205,6368
Netherlands,Overijssel,1879,6,East,3307,3186,6493
Netherlands,Overijssel,1879,7,East,3157,3037,6194
Netherlands,Overijssel,1879,8,East,2903,2893,5796
Netherlands,Overijssel,1879,9,East,2958,2883,5841
Netherlands,Utrecht,1869,0,West,2532,2523,5055
Netherlands,Utrecht,1869,1,West,2211,2291,4502
Netherlands,Utrecht,1869,2,West,2176,2209,4385
Netherlands,Utrecht,1869,3,West,2073,1980,4053
Netherlands,Utrecht,1869,4,West,2091,2109,4200
Netherlands,Utrecht,1869,5,West,1988,1933,3921
Netherlands,Utrecht,1869,6,West,2030,2005,4035
Netherlands,Utrecht,1869,7,West,1827,1837,3664
Netherlands,Utrecht,1869,8,West,1890,1767,3657
Netherlands,Utrecht,1869,9,West,1729,1634,3363
Netherlands,Utrecht,1879,0,West,3010,2925,5935
Netherlands,Utrecht,1879,1,West,2619,2674,5293
Netherlands,Utrecht,1879,2,West,2394,2419,4813
Netherlands,Utrecht,1879,3,West,2381,2395,4776
Netherlands,Utrecht,1879,4,West,2293,2389,4682
Netherlands,Utrecht,1879,5,West,2207,2184,4391
Netherlands,Utrecht,1879,6,West,2196,2177,4373
Netherlands,Utrecht,1879,7,West,2153,2142,4295
Netherlands,Utrecht,1879,8,West,1851,1902,3753
Netherlands,Utrecht,1879,9,West,1923,1858,3781
Netherlands,Zeeland,1869,0,West,2843,2946,5789
Netherlands,Zeeland,1869,1,West,2491,2431,4922
Netherlands,Zeeland,1869,2,West,2473,2508,4981
Netherlands,Zeeland,1869,3,West,2442,2444,4886
Netherlands,Zeeland,1869,4,West,2231,2211,4442
Netherlands,Zeeland,1869,5,West,2307,2298,4605
Netherlands,Zeeland,1869,6,West,2258,2175,4433
Netherlands,Zeeland,1869,7,West,2088,2051,4139
Netherlands,Zeeland,1869,8,West,2023,2095,4118
Netherlands,Zeeland,1869,9,West,1967,1932,3899
Netherlands,Zeeland,1879,0,West,3030,3036,6066
Netherlands,Zeeland,1879,1,West,2680,2624,5304
Netherlands,Zeeland,1879,2,West,2664,2602,5266
Netherlands,Zeeland,1879,3,West,2594,2634,5228
Netherlands,Zeeland,1879,4,West,2525,2467,4992
Netherlands,Zeeland,1879,5,West,2435,2505,4940
Netherlands,Zeeland,1879,6,West,2514,2415,4929
Netherlands,Zeeland,1879,7,West,2342,2272,4614
Netherlands,Zeeland,1879,8,West,2105,2169,4274
Netherlands,Zeeland,1879,9,West,2193,2112,4305
Netherlands,Zuid-Holland,1869,0,West,11478,11221,22699
Netherlands,Zuid-Holland,1869,1,West,9440,9689,19129
Netherlands,Zuid-Holland,1869,2,West,8939,9272,18211
Netherlands,Zuid-Holland,1869,3,West,8525,8776,17301
Netherlands,Zuid-Holland,1869,4,West,8129,8358,16487
Netherlands,Zuid-Holland,1869,5,West,8144,8036,16180
Netherlands,Zuid-Holland,1869,6,West,8189,8032,16221
Netherlands,Zuid-Holland,1869,7,West,7114,7039,14153
Netherlands,Zuid-Holland,1869,8,West,7121,7302,14423
Netherlands,Zuid-Holland,1869,9,West,6623,6502,13125
Netherlands,Zuid-Holland,1879,0,West,14253,13760,28013
Netherlands,Zuid-Holland,1879,1,West,11589,11634,23223
Netherlands,Zuid-Holland,1879,2,West,10885,10985,21870
Netherlands,Zuid-Holland,1879,3,West,10411,10550,20961
Netherlands,Zuid-Holland,1879,4,West,10024,10103,20127
Netherlands,Zuid-Holland,1879,5,West,9970,10107,20077
Netherlands,Zuid-Holland,1879,6,West,9305,9536,18841
Netherlands,Zuid-Holland,1879,7,West,9202,9404,18606
Netherlands,Zuid-Holland,1879,8,West,8175,8485,16660
Netherlands,Zuid-Holland,1879,9,West,7979,8169,16148
Norway,Akershus,1865,0,,84,82,166
Norway,Akershus,1865,1,,1796,1724,3520
Norway,Akershus,1865,2,,1618,1518,3136
Norway,Akershus,1865,3,,1718,1591,3309
Norway,Akershus,1865,4,,1471,1403,2874
Norway,Akershus,1865,5,,1402,1365,2767
Norway,Akershus,1865,6,,1533,1433,2966
Norway,Akershus,1865,7,,1509,1352,2861
Norway,Akershus,1865,8,,1488,1345,2833
Norway,Akershus,1865,9,,1338,1209,2547
Norway,Akershus,1876,0,,1444,1325,2769
Norway,Akershus,1876,1,,1220,1126,2346
Norway,Akershus,1876,2,,1219,1122,2341
Norway,Akershus,1876,3,,1175,1182,2357
Norway,Akershus,1876,4,,1155,1075,2230
Norway,Akershus,1876,5,,,,
Norway,Akershus,1876,6,,,,
Norway,Akershus,1876,7,,,,
Norway,Akershus,1876,8,,,,
Norway,Akershus,1876,9,,,,
Norway,Akershus,1900,0,,1485,1429,2914
Norway,Akershus,1900,1,,1501,1500,3001
Norway,Akershus,1900,2,,1515,1484,2999
Norway,Akershus,1900,3,,1559,1446,3005
Norway,Akershus,1900,4,,1537,1487,3024
Norway,Akershus,1900,5,,1480,1413,2893
Norway,Akershus,1900,6,,1495,1382,2877
Norway,Akershus,1900,7,,1360,1442,2802
Norway,Akershus,1900,8,,1356,1306,2662
Norway,Akershus,1900,9,,1258,1224,2482
Norway,Aust-Agder,1865,0,,52,54,106
Norway,Aust-Agder,1865,1,,1107,951,2058
Norway,Aust-Agder,1865,2,,944,923,1867
Norway,Aust-Agder,1865,3,,841,857,1698
Norway,Aust-Agder,1865,4,,863,804,1667
Norway,Aust-Agder,1865,5,,732,706,1438
Norway,Aust-Agder,1865,6,,760,777,1537
Norway,Aust-Agder,1865,7,,751,756,1507
Norway,Aust-Agder,1865,8,,835,772,1607
Norway,Aust-Agder,1865,9,,812,790,1602
Norway,Aust-Agder,1876,0,,1226,1114,2340
Norway,Aust-Agder,1876,1,,976,978,1954
Norway,Aust-Agder,1876,2,,897,862,1759
Norway,Aust-Agder,1876,3,,889,870,1759
Norway,Aust-Agder,1876,4,,816,873,1689
Norway,Aust-Agder,1876,5,,,,
Norway,Aust-Agder,1876,6,,,,
Norway,Aust-Agder,1876,7,,,,
Norway,Aust-Agder,1876,8,,,,
Norway,Aust-Agder,1876,9,,,,
Norway,Aust-Agder,1900,0,,827,878,1705
Norway,Aust-Agder,1900,1,,927,898,1825
Norway,Aust-Agder,1900,2,,911,870,1781
Norway,Aust-Agder,1900,3,,951,882,1833
Norway,Aust-Agder,1900,4,,912,849,1761
Norway,Aust-Agder,1900,5,,937,903,1840
Norway,Aust-Agder,1900,6,,871,880,1751
Norway,Aust-Agder,1900,7,,956,906,1862
Norway,Aust-Agder,1900,8,,848,878,1726
Norway,Aust-Agder,1900,9,,845,859,1704
Norway,Buskerud,1865,0,,87,82,169
Norway,Buskerud,1865,1,,1520,1380,2900
Norway,Buskerud,1865,2,,1381,1354,2735
Norway,Buskerud,1865,3,,1311,1353,2664
Norway,Buskerud,1865,4,,1285,1237,2522
Norway,Buskerud,1865,5,,1109,1062,2171
Norway,Buskerud,1865,6,,1217,1194,2411
Norway,Buskerud,1865,7,,1285,1257,2542
Norway,Buskerud,1865,8,,1198,1191,2389
Norway,Buskerud,1865,9,,1230,1154,2384
Norway,Buskerud,1876,0,,1537,1463,3000
Norway,Buskerud,1876,1,,1390,1337,2727
Norway,Buskerud,1876,2,,1297,1259,2556
Norway,Buskerud,1876,3,,1246,1299,2545
Norway,Buskerud,1876,4,,1240,1186,2426
Norway,Buskerud,1876,5,,,,
Norway,Buskerud,1876,6,,,,
Norway,Buskerud,1876,7,,,,
Norway,Buskerud,1876,8,,,,
Norway,Buskerud,1876,9,,,,
Norway,Buskerud,1900,0,,1546,1425,2971
Norway,Buskerud,1900,1,,1573,1454,3027
Norway,Buskerud,1900,2,,1475,1435,2910
Norway,Buskerud,1900,3,,1457,1506,2963
Norway,Buskerud,1900,4,,1437,1470,2907
Norway,Buskerud,1900,5,,1409,1398,2807
Norway,Buskerud,1900,6,,1398,1405,2803
Norway,Buskerud,1900,7,,1403,1327,2730
Norway,Buskerud,1900,8,,1340,1283,2623
Norway,Buskerud,1900,9,,1399,1322,2721
Norway,Finnmark,1865,0,,25,27,52
Norway,Finnmark,1865,1,,320,299,619
Norway,Finnmark,1865,2,,375,356,731
Norway,Finnmark,1865,3,,316,302,618
Norway,Finnmark,1865,4,,287,266,553
Norway,Finnmark,1865,5,,230,277,507
Norway,Finnmark,1865,6,,230,281,511
Norway,Finnmark,1865,7,,234,261,495
Norway,Finnmark,1865,8,,293,287,580
Norway,Finnmark,1865,9,,224,230,454
Norway,Finnmark,1876,0,,448,425,873
Norway,Finnmark,1876,1,,304,331,635
Norway,Finnmark,1876,2,,338,304,642
Norway,Finnmark,1876,3,,372,347,719
Norway,Finnmark,1876,4,,316,322,638
Norway,Finnmark,1876,5,,,,
Norway,Finnmark,1876,6,,,,
Norway,Finnmark,1876,7,,,,
Norway,Finnmark,1876,8,,,,
Norway,Finnmark,1876,9,,,,
Norway,Finnmark,1900,0,,456,465,921
Norway,Finnmark,1900,1,,445,454,899
Norway,Finnmark,1900,2,,449,460,909
Norway,Finnmark,1900,3,,495,465,960
Norway,Finnmark,1900,4,,443,440,883
Norway,Finnmark,1900,5,,445,439,884
Norway,Finnmark,1900,6,,421,391,812
Norway,Finnmark,1900,7,,374,388,762
Norway,Finnmark,1900,8,,374,415,789
Norway,Finnmark,1900,9,,383,403,786
Norway,Hedmark,1865,0,,46,75,121
Norway,Hedmark,1865,1,,1851,1847,3698
Norway,Hedmark,1865,2,,1867,1740,3607
Norway,Hedmark,1865,3,,1860,1746,3606
Norway,Hedmark,1865,4,,1664,1624,3288
Norway,Hedmark,1865,5,,1549,1523,3072
Norway,Hedmark,1865,6,,1689,1618,3307
Norway,Hedmark,1865,7,,1705,1657,3362
Norway,Hedmark,1865,8,,1633,1536,3169
Norway,Hedmark,1865,9,,1350,1445,2795
Norway,Hedmark,1876,0,,1818,1730,3548
Norway,Hedmark,1876,1,,1598,1525,3123
Norway,Hedmark,1876,2,,1485,1520,3005
Norway,Hedmark,1876,3,,1529,1540,3069
Norway,Hedmark,1876,4,,1472,1385,2857
Norway,Hedmark,1876,5,,,,
Norway,Hedmark,1876,6,,,,
Norway,Hedmark,1876,7,,,,
Norway,Hedmark,1876,8,,,,
Norway,Hedmark,1876,9,,,,
Norway,Hedmark,1900,0,,1732,1599,3331
Norway,Hedmark,1900,1,,1604,1532,3136
Norway,Hedmark,1900,2,,1733,1649,3382
Norway,Hedmark,1900,3,,1698,1651,3349
Norway,Hedmark,1900,4,,1617,1570,3187
Norway,Hedmark,1900,5,,1740,1609,3349
Norway,Hedmark,1900,6,,1581,1490,3071
Norway,Hedmark,1900,7,,1568,1575,3143
Norway,Hedmark,1900,8,,1462,1462,2924
Norway,Hedmark,1900,9,,1558,1372,2930
Norway,Hordaland,1865,0,,284,441,725
Norway,Hordaland,1865,1,,1985,1875,3860
Norway,Hordaland,1865,2,,1839,1670,3509
Norway,Hordaland,1865,3,,1653,1621,3274
Norway,Hordaland,1865,4,,1672,1549,3221
Norway,Hordaland,1865,5,,1518,1483,3001
Norway,Hordaland,1865,6,,1619,1569,3188
Norway,Hordaland,1865,7,,1605,1499,3104
Norway,Hordaland,1865,8,,1561,1480,3041
Norway,Hordaland,1865,9,,1480,1498,2978
Norway,Hordaland,1876,0,,2250,2121,4371
Norway,Hordaland,1876,1,,1939,1886,3825
Norway,Hordaland,1876,2,,1897,1931,3828
Norway,Hordaland,1876,3,,1827,1911,3738
Norway,Hordaland,1876,4,,1804,1642,3446
Norway,Hordaland,1876,5,,,,
Norway,Hordaland,1876,6,,,,
Norway,Hordaland,1876,7,,,,
Norway,Hordaland,1876,8,,,,
Norway,Hordaland,1876,9,,,,
Norway,Hordaland,1900,0,,2510,2470,4980
Norway,Hordaland,1900,1,,2591,2469,5060
Norway,Hordaland,1900,2,,2549,2438,4987
Norway,Hordaland,1900,3,,2581,2515,5096
Norway,Hordaland,1900,4,,2476,2428,4904
Norway,Hordaland,1900,5,,2530,2479,5009
Norway,Hordaland,1900,6,,2419,2301,4720
Norway,Hordaland,1900,7,,2429,2190,4619
Norway,Hordaland,1900,8,,2298,2198,4496
Norway,Hordaland,1900,9,,2369,2308,4677
Norway,Møre og Romsdal,1865,0,,102,121,223
Norway,Møre og Romsdal,1865,1,,1512,1457,2969
Norway,Møre og Romsdal,1865,2,,1437,1393,2830
Norway,Møre og Romsdal,1865,3,,1454,1403,2857
Norway,Møre og Romsdal,1865,4,,1265,1308,2573
Norway,Møre og Romsdal,1865,5,,1228,1202,2430
Norway,Møre og Romsdal,1865,6,,1208,1197,2405
Norway,Møre og Romsdal,1865,7,,1162,1206,2368
Norway,Møre og Romsdal,1865,8,,1157,1153,2310
Norway,Møre og Romsdal,1865,9,,1098,1076,2174
Norway,Møre og Romsdal,1876,0,,1609,1506,3115
Norway,Møre og Romsdal,1876,1,,1425,1351,2776
Norway,Møre og Romsdal,1876,2,,1392,1421,2813
Norway,Møre og Romsdal,1876,3,,1399,1374,2773
Norway,Møre og Romsdal,1876,4,,1406,1325,2731
Norway,Møre og Romsdal,1876,5,,,,
Norway,Møre og Romsdal,1876,6,,,,
Norway,Møre og Romsdal,1876,7,,,,
Norway,Møre og Romsdal,1876,8,,,,
Norway,Møre og Romsdal,1876,9,,,,
Norway,Møre og Romsdal,1900,0,,1693,1578,3271
Norway,Møre og Romsdal,1900,1,,1753,1686,3439
Norway,Møre og Romsdal,1900,2,,1651,1583,3234
Norway,Møre og Romsdal,1900,3,,1745,1695,3440
Norway,Møre og Romsdal,1900,4,,1727,1560,3287
Norway,Møre og Romsdal,1900,5,,1726,1615,3341
Norway,Møre og Romsdal,1900,6,,1624,1540,3164
Norway,Møre og Romsdal,1900,7,,1544,1584,3128
Norway,Møre og Romsdal,1900,8,,1503,1497,3000
Norway,Møre og Romsdal,1900,9,,1644,1539,3183
Norway,Nord-Trøndelag,1865,0,,78,98,176
Norway,Nord-Trøndelag,1865,1,,1156,1141,2297
Norway,Nord-Trøndelag,1865,2,,1138,1108,2246
Norway,Nord-Trøndelag,1865,3,,1111,1080,2191
Norway,Nord-Trøndelag,1865,4,,1123,967,2090
Norway,Nord-Trøndelag,1865,5,,967,928,1895
Norway,Nord-Trøndelag,1865,6,,1007,900,1907
Norway,Nord-Trøndelag,1865,7,,964,894,1858
Norway,Nord-Trøndelag,1865,8,,861,858,1719
Norway,Nord-Trøndelag,1865,9,,891,801,1692
Norway,Nord-Trøndelag,1876,0,,1084,992,2076
Norway,Nord-Trøndelag,1876,1,,933,846,1779
Norway,Nord-Trøndelag,1876,2,,898,811,1709
Norway,Nord-Trøndelag,1876,3,,884,845,1729
Norway,Nord-Trøndelag,1876,4,,892,799,1691
Norway,Nord-Trøndelag,1876,5,,,,
Norway,Nord-Trøndelag,1876,6,,,,
Norway,Nord-Trøndelag,1876,7,,,,
Norway,Nord-Trøndelag,1876,8,,,,
Norway,Nord-Trøndelag,1876,9,,,,
Norway,Nord-Trøndelag,1900,0,,1028,959,1987
Norway,Nord-Trøndelag,1900,1,,1071,1004,2075
Norway,Nord-Trøndelag,1900,2,,1008,937,1945
Norway,Nord-Trøndelag,1900,3,,965,1000,1965
Norway,Nord-Trøndelag,1900,4,,946,940,1886
Norway,Nord-Trøndelag,1900,5,,969,979,1948
Norway,Nord-Trøndelag,1900,6,,859,842,1701
Norway,Nord-Trøndelag,1900,7,,910,930,1840
Norway,Nord-Trøndelag,1900,8,,897,835,1732
Norway,Nord-Trøndelag,1900,9,,928,861,1789
Norway,Nordland,1865,0,,418,385,803
Norway,Nordland,1865,1,,1453,1322,2775
Norway,Nordland,1865,2,,1442,1348,2790
Norway,Nordland,1865,3,,1274,1193,2467
Norway,Nordland,1865,4,,1232,1196,2428
Norway,Nordland,1865,5,,1142,1102,2244
Norway,Nordland,1865,6,,1136,1042,2178
Norway,Nordland,1865,7,,994,1018,2012
Norway,Nordland,1865,8,,974,975,1949
Norway,Nordland,1865,9,,956,904,1860
Norway,Nordland,1876,0,,1672,1543,3215
Norway,Nordland,1876,1,,1367,1299,2666
Norway,Nordland,1876,2,,1390,1360,2750
Norway,Nordland,1876,3,,1310,1298,2608
Norway,Nordland,1876,4,,1292,1248,2540
Norway,Nordland,1876,5,,,,
Norway,Nordland,1876,6,,,,
Norway,Nordland,1876,7,,,,
Norway,Nordland,1876,8,,,,
Norway,Nordland,1876,9,,,,
Norway,Nordland,1900,0,,2233,2036,4269
Norway,Nordland,1900,1,,2120,1991,4111
Norway,Nordland,1900,2,,2165,2056,4221
Norway,Nordland,1900,3,,2252,2172,4424
Norway,Nordland,1900,4,,2231,2123,4354
Norway,Nordland,1900,5,,2164,2066,4230
Norway,Nordland,1900,6,,1945,1888,3833
Norway,Nordland,1900,7,,2071,1879,3950
Norway,Nordland,1900,8,,1932,1807,3739
Norway,Nordland,1900,9,,1948,1913,3861
Norway,Oppland,1865,0,,101,104,205
Norway,Oppland,1865,1,,1797,1711,3508
Norway,Oppland,1865,2,,1727,1622,3349
Norway,Oppland,1865,3,,1814,1790,3604
Norway,Oppland,1865,4,,1650,1524,3174
Norway,Oppland,1865,5,,1498,1399,2897
Norway,Oppland,1865,6,,1746,1616,3362
Norway,Oppland,1865,7,,1700,1620,3320
Norway,Oppland,1865,8,,1636,1536,3172
Norway,Oppland,1865,9,,1531,1469,3000
Norway,Oppland,1876,0,,1582,1577,3159
Norway,Oppland,1876,1,,1434,1394,2828
Norway,Oppland,1876,2,,1376,1343,2719
Norway,Oppland,1876,3,,1425,1406,2831
Norway,Oppland,1876,4,,1306,1295,2601
Norway,Oppland,1876,5,,,,
Norway,Oppland,1876,6,,,,
Norway,Oppland,1876,7,,,,
Norway,Oppland,1876,8,,,,
Norway,Oppland,1876,9,,,,
Norway,Oppland,1900,0,,1495,1508,3003
Norway,Oppland,1900,1,,1498,1381,2879
Norway,Oppland,1900,2,,1524,1458,2982
Norway,Oppland,1900,3,,1611,1452,3063
Norway,Oppland,1900,4,,1444,1455,2899
Norway,Oppland,1900,5,,1560,1419,2979
Norway,Oppland,1900,6,,1478,1420,2898
Norway,Oppland,1900,7,,1507,1332,2839
Norway,Oppland,1900,8,,1308,1224,2532
Norway,Oppland,1900,9,,1342,1328,2670
Norway,Oslo,1865,0,,64,55,119
Norway,Oslo,1865,1,,877,887,1764
Norway,Oslo,1865,2,,778,774,1552
Norway,Oslo,1865,3,,704,727,1431
Norway,Oslo,1865,4,,695,612,1307
Norway,Oslo,1865,5,,597,604,1201
Norway,Oslo,1865,6,,615,521,1136
Norway,Oslo,1865,7,,589,530,1119
Norway,Oslo,1865,8,,536,554,1090
Norway,Oslo,1865,9,,512,524,1036
Norway,Oslo,1876,0,,1510,1412,2922
Norway,Oslo,1876,1,,1136,1146,2282
Norway,Oslo,1876,2,,1160,1129,2289
Norway,Oslo,1876,3,,1016,1023,2039
Norway,Oslo,1876,4,,1009,966,1975
Norway,Oslo,1876,5,,,,
Norway,Oslo,1876,6,,,,
Norway,Oslo,1876,7,,,,
Norway,Oslo,1876,8,,,,
Norway,Oslo,1876,9,,,,
Norway,Oslo,1900,0,,3092,3059,6151
Norway,Oslo,1900,1,,2978,2973,5951
Norway,Oslo,1900,2,,2822,2896,5718
Norway,Oslo,1900,3,,2664,2816,5480
Norway,Oslo,1900,4,,2598,2492,5090
Norway,Oslo,1900,5,,2478,2486,4964
Norway,Oslo,1900,6,,2428,2278,4706
Norway,Oslo,1900,7,,2356,2222,4578
Norway,Oslo,1900,8,,2295,2268,4563
Norway,Oslo,1900,9,,2254,2168,4422
Norway,Rogaland,1865,0,,65,91,156
Norway,Rogaland,1865,1,,1603,1656,3259
Norway,Rogaland,1865,2,,1483,1479,2962
Norway,Rogaland,1865,3,,1454,1452,2906
Norway,Rogaland,1865,4,,1327,1262,2589
Norway,Rogaland,1865,5,,1313,1176,2489
Norway,Rogaland,1865,6,,1408,1303,2711
Norway,Rogaland,1865,7,,1298,1202,2500
Norway,Rogaland,1865,8,,1280,1171,2451
Norway,Rogaland,1865,9,,1215,1161,2376
Norway,Rogaland,1876,0,,1597,1717,3314
Norway,Rogaland,1876,1,,1388,1343,2731
Norway,Rogaland,1876,2,,1501,1447,2948
